SKU,Laboratorio,AnoMes,PecasVendidas,Danificado,Defeito,ErroOperacional,Excecao,ExcecaoDiamante,Garantia,NaoOrcado,ServicoDesfeito
25797,Salvador Shopping,2025-08,,,,,,,,,
25808,Salvador Shopping,2025-08,,,,,,,,,
25810,Salvador Shopping,2025-08,,,,,,,,,
25854,Salvador Shopping,2025-08,,,,,,,,,
25855,Salvador Shopping,2025-08,,,,,,,,,
25858,Salvador Shopping,2025-08,,,,,,,,,
26067,Salvador Shopping,2025-08,,,,,,,,,
26403,Salvador Shopping,2025-08,,,,,,,,,
26404,Salvador Shopping,2025-08,,,,,,,,,
26405,Salvador Shopping,2025-08,,,,,,,,,
26406,Salvador Shopping,2025-08,,,,,,,,,
26409,Salvador Shopping,2025-08,,,,,,,,,
26410,Salvador Shopping,2025-08,,,,,,,,,
26411,Salvador Shopping,2025-08,,,,,,,,,
26412,Salvador Shopping,2025-08,,,,,,,,,
26413,Salvador Shopping,2025-08,,,,,,,,,
26414,Salvador Shopping,2025-08,,,,,,,,,
26415,Salvador Shopping,2025-08,,,,,,,,,
27190,Salvador Shopping,2025-08,,,,,,,,,
27191,Salvador Shopping,2025-08,,,,,,,,,
27258,Salvador Shopping,2025-08,,,,,,,,,
27259,Salvador Shopping,2025-08,,,,,,,,,
27260,Salvador Shopping,2025-08,,,,,,,,,
27261,Salvador Shopping,2025-08,,,,,,,,,
27263,Salvador Shopping,2025-08,,,,,,,,,
27789,Salvador Shopping,2025-08,,,,,,,,,
27790,Salvador Shopping,2025-08,,,,,,,,,
27800,Salvador Shopping,2025-08,,,,,,,,,
27803,Salvador Shopping,2025-08,,,,,,,,,
28597,Salvador Shopping,2025-08,,,,,,,,,
4030,Salvador Shopping,2025-08,,,,,,,,,
23397,Salvador Shopping,2025-08,,,,,,,,,
24171,Salvador Shopping,2025-08,,,,,,,,,
24176,Salvador Shopping,2025-08,,,,,,,,,
24177,Salvador Shopping,2025-08,,,,,,,,,
2844,Salvador Shopping,2025-08,,,,,,,,,
888,Salvador Shopping,2025-08,,,,,,,,,
20720,Salvador Shopping,2025-08,,,,,,,,,
20721,Salvador Shopping,2025-08,,,,,,,,,
20990,Salvador Shopping,2025-08,,,,,,,,,
21299,Salvador Shopping,2025-08,,,,,,,,,
21492,Salvador Shopping,2025-08,,,,,,,,,
21710,Salvador Shopping,2025-08,,,,,,,,,
22590,Salvador Shopping,2025-08,,,,,,,,,
2811,Salvador Shopping,2025-08,,,,,,,,,
3065,Salvador Shopping,2025-08,,,,,,,,,
3905,Salvador Shopping,2025-08,,,,,,,,,
4141,Salvador Shopping,2025-08,,,,,,,,,
4354,Salvador Shopping,2025-08,,,,,,,,,
4355,Salvador Shopping,2025-08,,,,,,,,,
4356,Salvador Shopping,2025-08,,,,,,,,,
8146,Salvador Shopping,2025-08,,,,,,,,,
24899,Salvador Shopping,2025-08,,,,,,,,,
25229,Salvador Shopping,2025-08,,,,,,,,,
25238,Salvador Shopping,2025-08,,,,,,,,,
25370,Salvador Shopping,2025-08,,,,,,,,,
25378,Salvador Shopping,2025-08,,,,,,,,,
25428,Salvador Shopping,2025-08,,,,,,,,,
25435,Salvador Shopping,2025-08,,,,,,,,,
25816,Salvador Shopping,2025-08,,,,,,,,,
26132,Salvador Shopping,2025-08,,,,,,,,,
26139,Salvador Shopping,2025-08,,,,,,,,,
26140,Salvador Shopping,2025-08,,,,,,,,,
26260,Salvador Shopping,2025-08,,,,,,,,,
26375,Salvador Shopping,2025-08,,,,,,,,,
26376,Salvador Shopping,2025-08,,,,,,,,,
26378,Salvador Shopping,2025-08,,,,,,,,,
27115,Salvador Shopping,2025-08,,,,,,,,,
23893,Salvador Shopping,2025-08,,,,,,,,,
23895,Salvador Shopping,2025-08,,,,,,,,,
23897,Salvador Shopping,2025-08,,,,,,,,,
23906,Salvador Shopping,2025-08,,,,,,,,,
23910,Salvador Shopping,2025-08,,,,,,,,,
23915,Salvador Shopping,2025-08,,,,,,,,,
23918,Salvador Shopping,2025-08,,,,,,,,,
23924,Salvador Shopping,2025-08,,,,,,,,,
23958,Salvador Shopping,2025-08,,,,,,,,,
23963,Salvador Shopping,2025-08,,,,,,,,,
23968,Salvador Shopping,2025-08,,,,,,,,,
23975,Salvador Shopping,2025-08,,,,,,,,,
23980,Salvador Shopping,2025-08,,,,,,,,,
23983,Salvador Shopping,2025-08,,,,,,,,,
23993,Salvador Shopping,2025-08,,,,,,,,,
23996,Salvador Shopping,2025-08,,,,,,,,,
23998,Salvador Shopping,2025-08,,,,,,,,,
24001,Salvador Shopping,2025-08,,,,,,,,,
24003,Salvador Shopping,2025-08,,,,,,,,,
24005,Salvador Shopping,2025-08,,,,,,,,,
24007,Salvador Shopping,2025-08,,,,,,,,,
24011,Salvador Shopping,2025-08,,,,,,,,,
24101,Salvador Shopping,2025-08,,,,,,,,,
24102,Salvador Shopping,2025-08,,,,,,,,,
24103,Salvador Shopping,2025-08,,,,,,,,,
24104,Salvador Shopping,2025-08,,,,,,,,,
24105,Salvador Shopping,2025-08,,,,,,,,,
24106,Salvador Shopping,2025-08,,,,,,,,,
24107,Salvador Shopping,2025-08,,,,,,,,,
24108,Salvador Shopping,2025-08,,,,,,,,,
24109,Salvador Shopping,2025-08,,,,,,,,,
24111,Salvador Shopping,2025-08,,,,,,,1,,
24116,Salvador Shopping,2025-08,,,,,,,,,
24163,Salvador Shopping,2025-08,,,,,,,,,
24169,Salvador Shopping,2025-08,,,,,,,,,
24170,Salvador Shopping,2025-08,,,,,,,,,
24324,Salvador Shopping,2025-08,,,,,,,,,
24325,Salvador Shopping,2025-08,,,,,,,,,
24326,Salvador Shopping,2025-08,,,,,,,,,
24327,Salvador Shopping,2025-08,,,,,,,,,
24328,Salvador Shopping,2025-08,,,,,,,,,
24329,Salvador Shopping,2025-08,,,,,,,,,
24330,Salvador Shopping,2025-08,,,,,,,,,
24454,Salvador Shopping,2025-08,,,,,,,,,
24469,Salvador Shopping,2025-08,,,,,,,,,
24581,Salvador Shopping,2025-08,,,,,,,,,
24582,Salvador Shopping,2025-08,,,,,,,,,
24583,Salvador Shopping,2025-08,,,,,,,,,
24585,Salvador Shopping,2025-08,,,,,,,,,
24768,Salvador Shopping,2025-08,,,,,,,,,
24886,Salvador Shopping,2025-08,,,,,,,,,
24887,Salvador Shopping,2025-08,,,,,,,,,
24888,Salvador Shopping,2025-08,,,,,,,,,
24889,Salvador Shopping,2025-08,,,,,,,,,
24892,Salvador Shopping,2025-08,,,,,,,,,
24894,Salvador Shopping,2025-08,,,,,,,,,
25018,Salvador Shopping,2025-08,,,,,,,,,
25633,Salvador Shopping,2025-08,,,,,,,,,
25634,Salvador Shopping,2025-08,,,,,,,,,
25671,Salvador Shopping,2025-08,,,,,,,,,
26182,Salvador Shopping,2025-08,,,,,,,,,
26183,Salvador Shopping,2025-08,,,,,,,,,
26185,Salvador Shopping,2025-08,,,,,,,,,
26326,Salvador Shopping,2025-08,,,,,,,,,
26600,Salvador Shopping,2025-08,,,,,,,,,
26766,Salvador Shopping,2025-08,,,,,,,,,
26767,Salvador Shopping,2025-08,,,1,,,,,,
26769,Salvador Shopping,2025-08,,,,,,,,,
26842,Salvador Shopping,2025-08,,,,,,,,,
26844,Salvador Shopping,2025-08,,,,,,,,,
26845,Salvador Shopping,2025-08,,,,,,,,,
26960,Salvador Shopping,2025-08,,,,,,,,,
26979,Salvador Shopping,2025-08,,,,,,,,,
27090,Salvador Shopping,2025-08,,,,,,,,,
27098,Salvador Shopping,2025-08,,,,,,,,,
27715,Salvador Shopping,2025-08,,,,,,,,,
27716,Salvador Shopping,2025-08,,,,,,,,,
27717,Salvador Shopping,2025-08,,,,,,,1,,
27937,Salvador Shopping,2025-08,,,,,,,,,
27938,Salvador Shopping,2025-08,,,,,,,,,
28040,Salvador Shopping,2025-08,,,,,,,,,
28101,Salvador Shopping,2025-08,,,,,,,,,
28457,Salvador Shopping,2025-08,,,,,,,,,
28695,Salvador Shopping,2025-08,,,,,,,,,
28697,Salvador Shopping,2025-08,,,,,,,,,
28698,Salvador Shopping,2025-08,,,,,,,,,
3533,Salvador Shopping,2025-08,,,,,,,,,
24450,Salvador Shopping,2025-08,,,,,,,,,
3904,Salvador Shopping,2025-08,,,,,,,,,
24533,Salvador Shopping,2025-08,,,,,,,,,
24786,Salvador Shopping,2025-08,,,,,,,,,
25176,Salvador Shopping,2025-08,,,,,,,,,
22114,Salvador Shopping,2025-08,,,,,,,,,
23061,Salvador Shopping,2025-08,,,,,,,,,
23063,Salvador Shopping,2025-08,,,,,,,,,
23065,Salvador Shopping,2025-08,,,,,,,,,
23066,Salvador Shopping,2025-08,,,,,,,,,
23067,Salvador Shopping,2025-08,,,,,,,,,
23341,Salvador Shopping,2025-08,,,,,,,,,
23342,Salvador Shopping,2025-08,,,,,,,,,
24924,Salvador Shopping,2025-08,,,,,,,,,
24925,Salvador Shopping,2025-08,,,,,,,,,
24927,Salvador Shopping,2025-08,,,,,,,,,
24928,Salvador Shopping,2025-08,,,,,,,,,
24929,Salvador Shopping,2025-08,,,,,,,,,
24930,Salvador Shopping,2025-08,,,,,,,,,
24932,Salvador Shopping,2025-08,,,,,,,,,
24933,Salvador Shopping,2025-08,,,,,,,,,
24934,Salvador Shopping,2025-08,,,,,,,,,
24935,Salvador Shopping,2025-08,,,,,,,,,
24947,Salvador Shopping,2025-08,,,,,,,,,
24948,Salvador Shopping,2025-08,,,,,,,,,
24949,Salvador Shopping,2025-08,,,,,,,,,
24950,Salvador Shopping,2025-08,,,,,,,,,
24951,Salvador Shopping,2025-08,,,,,,,,,
24952,Salvador Shopping,2025-08,,,,,,,,,
24953,Salvador Shopping,2025-08,,,,,,,,,
24954,Salvador Shopping,2025-08,,,,,,,,,
24955,Salvador Shopping,2025-08,,,,,,,,,
24956,Salvador Shopping,2025-08,,,,,,,,,
24957,Salvador Shopping,2025-08,,,,,,,,,
24958,Salvador Shopping,2025-08,,,,,,,,,
24959,Salvador Shopping,2025-08,,,,,,,,,
24960,Salvador Shopping,2025-08,,,,,,,,,
24964,Salvador Shopping,2025-08,,,,,,,,,
24965,Salvador Shopping,2025-08,,,,,,,,,
24966,Salvador Shopping,2025-08,,,,,,,,,
24967,Salvador Shopping,2025-08,,,,,,,,,
24968,Salvador Shopping,2025-08,,,,,,,,,
24969,Salvador Shopping,2025-08,,,,,,,,,
24970,Salvador Shopping,2025-08,,,,,,,,,
24971,Salvador Shopping,2025-08,,,,,,,,,
24972,Salvador Shopping,2025-08,,,,,,,,,
24973,Salvador Shopping,2025-08,,,,,,,,,
24974,Salvador Shopping,2025-08,,,,,,,,,
24975,Salvador Shopping,2025-08,,,,,,,,,
24976,Salvador Shopping,2025-08,,,,,,,,,
24977,Salvador Shopping,2025-08,,,,,,,,,
24978,Salvador Shopping,2025-08,,,,,,,,,
24979,Salvador Shopping,2025-08,,,,,,,,,
24980,Salvador Shopping,2025-08,,,,,,,,,
24981,Salvador Shopping,2025-08,,,,,,,,,
24982,Salvador Shopping,2025-08,,,,,,,,,
24983,Salvador Shopping,2025-08,,,,,,,,,
24984,Salvador Shopping,2025-08,,,,,,,,,
25499,Salvador Shopping,2025-08,,,,,,,,,
20723,Salvador Shopping,2025-08,,,,,,,,,
21289,Salvador Shopping,2025-08,,,,,,,,,
21316,Salvador Shopping,2025-08,,,,,,,,,
21913,Salvador Shopping,2025-08,,,,,,,,,
21920,Salvador Shopping,2025-08,,,,,,,,,
24000,Salvador Shopping,2025-08,,,,,,,,,
24158,Salvador Shopping,2025-08,,,,,,,,,
24160,Salvador Shopping,2025-08,,,,,,,,,
24174,Salvador Shopping,2025-08,,,,,,,,,
25420,Salvador Shopping,2025-08,,,,,,,,,
25429,Salvador Shopping,2025-08,,,,,,,,,
25438,Salvador Shopping,2025-08,,,,,,,,,
25448,Salvador Shopping,2025-08,,,,,,,,,
26057,Salvador Shopping,2025-08,,,,,,,,,
27027,Salvador Shopping,2025-08,,,,,,,,,
27028,Salvador Shopping,2025-08,,,,,,,,,
27029,Salvador Shopping,2025-08,,,,,,,,,
27131,Salvador Shopping,2025-08,,,,,,,,,
3969,Salvador Shopping,2025-08,,,,,,,,,
4367,Salvador Shopping,2025-08,,,,,,,,,
4434,Salvador Shopping,2025-08,,,,,,,,,
4981,Salvador Shopping,2025-08,,,,,,,,,
8153,Salvador Shopping,2025-08,,,,,,,,,
26931,Salvador Shopping,2025-08,,,,,,,,,
26932,Salvador Shopping,2025-08,,,,,,,,,
26934,Salvador Shopping,2025-08,,,,,,,,,
26935,Salvador Shopping,2025-08,,,,,,,,,
26938,Salvador Shopping,2025-08,,,,,,,,,
26940,Salvador Shopping,2025-08,,,,,,,,,
26942,Salvador Shopping,2025-08,,,,,,,,,
20755,Salvador Shopping,2025-08,,,,,,,,,
21290,Salvador Shopping,2025-08,,,,,,,,,
21915,Salvador Shopping,2025-08,,,,,,,,,
21923,Salvador Shopping,2025-08,,,,,,,,,
22487,Salvador Shopping,2025-08,,,,,,,,,
22987,Salvador Shopping,2025-08,,,,,,,,,
23820,Salvador Shopping,2025-08,,,,,,,,,
23948,Salvador Shopping,2025-08,,,,,,,,,
23960,Salvador Shopping,2025-08,,,,,,,,,
23989,Salvador Shopping,2025-08,,,,,,,,,
23992,Salvador Shopping,2025-08,,,,,,,,,
24119,Salvador Shopping,2025-08,,,,,,,,,
24120,Salvador Shopping,2025-08,,,,,,,,,
24178,Salvador Shopping,2025-08,,,,,,,,,
24179,Salvador Shopping,2025-08,,,,,,,,,
24470,Salvador Shopping,2025-08,,,,,,,,,
25330,Salvador Shopping,2025-08,,,,,,,,,
25415,Salvador Shopping,2025-08,,,,,,,,,
25418,Salvador Shopping,2025-08,,,,,,,,,
25430,Salvador Shopping,2025-08,,,,,,,,,
25437,Salvador Shopping,2025-08,,,,,,,,,
25445,Salvador Shopping,2025-08,,,,,,,,,
25788,Salvador Shopping,2025-08,,,,,,,,,
25815,Salvador Shopping,2025-08,,,,,,,,,
25819,Salvador Shopping,2025-08,,,,,,,,,
25849,Salvador Shopping,2025-08,,,,,,,,,
2617,Salvador Shopping,2025-08,,,,,,,,,
26258,Salvador Shopping,2025-08,,,,,,,,,
26380,Salvador Shopping,2025-08,,,,,,,,,
26382,Salvador Shopping,2025-08,,,,,,,,,
26923,Salvador Shopping,2025-08,,,,,,,,,
27013,Salvador Shopping,2025-08,,,,,,,,,
27030,Salvador Shopping,2025-08,,,,,,,,,
27031,Salvador Shopping,2025-08,,,,,,,,,
27032,Salvador Shopping,2025-08,,,,,,,,,
27133,Salvador Shopping,2025-08,,,,,,,,,
27662,Salvador Shopping,2025-08,,,,,,,,,
27833,Salvador Shopping,2025-08,,,,,,,,,
27834,Salvador Shopping,2025-08,,,,,,,,,
27836,Salvador Shopping,2025-08,,,,,,,,,
27839,Salvador Shopping,2025-08,,,,,,,,,
27840,Salvador Shopping,2025-08,,,,,,,,,
27957,Salvador Shopping,2025-08,,,,,,,,,
27958,Salvador Shopping,2025-08,,,,,,,,,
2842,Salvador Shopping,2025-08,,,,,,,,,
4028,Salvador Shopping,2025-08,,,,,,,,,
4348,Salvador Shopping,2025-08,,,,,,,,,
4349,Salvador Shopping,2025-08,,,,,,,,,
4352,Salvador Shopping,2025-08,,,,,,,,,
4362,Salvador Shopping,2025-08,,,,,,,,,
4363,Salvador Shopping,2025-08,,,,,,,,,
4366,Salvador Shopping,2025-08,,,,,,,,,
8154,Salvador Shopping,2025-08,,,,,,,,,
887,Salvador Shopping,2025-08,,,,,,,,,
1109,Salvador Shopping,2025-08,,,,,,,,,
1368,Salvador Shopping,2025-08,,,,,,,,,
20737,Salvador Shopping,2025-08,,,,,,,,,
21069,Salvador Shopping,2025-08,,,,,,,,,
21314,Salvador Shopping,2025-08,,,,,,,,,
21315,Salvador Shopping,2025-08,,,,,,,,,
22191,Salvador Shopping,2025-08,,,,,,,,,
23984,Salvador Shopping,2025-08,,,,,,,,,
24421,Salvador Shopping,2025-08,,,,,,,,,
26219,Salvador Shopping,2025-09,3,,,,,,,,
25633,Salvador Shopping,2025-09,3,,,,,,,,
26598,Salvador Shopping,2025-09,3,,,,,,,,
23286,Salvador Shopping,2025-09,2,,,,,,,,
25368,Salvador Shopping,2025-09,2,,,,,,,,
26268,Salvador Shopping,2025-09,2,,,,,,,,
26270,Salvador Shopping,2025-09,2,,,,,,,,1
26221,Salvador Shopping,2025-09,2,,,,1,,,,
27786,Salvador Shopping,2025-09,2,,,,,,,,1
23918,Salvador Shopping,2025-09,2,,,,,,,,
24110,Salvador Shopping,2025-09,2,,,,,,,,
24894,Salvador Shopping,2025-09,2,,,,,,,,
27746,Salvador Shopping,2025-09,2,,1,,,,,,
21286,Salvador Shopping,2025-09,1,,,,,,,,
21698,Salvador Shopping,2025-09,1,,,,,,,,
22597,Salvador Shopping,2025-09,1,,1,,,,,,
22756,Salvador Shopping,2025-09,1,,,,,,,,
24534,Salvador Shopping,2025-09,1,,,,,,,,
24900,Salvador Shopping,2025-09,1,,,,,,,,
25160,Salvador Shopping,2025-09,1,,,,,,,,1
25373,Salvador Shopping,2025-09,1,,,,,,,,
26722,Salvador Shopping,2025-09,1,,,,,,,,
26950,Salvador Shopping,2025-09,1,,,,,,,,
4380,Salvador Shopping,2025-09,1,,,,,,,,
26093,Salvador Shopping,2025-09,1,,,,,,,,
26207,Salvador Shopping,2025-09,1,,,,,,,,
26244,Salvador Shopping,2025-09,1,,,,,,,,
23946,Salvador Shopping,2025-09,1,,,,,,,,
24605,Salvador Shopping,2025-09,1,,,,,,,,
24619,Salvador Shopping,2025-09,1,,,,,,,,
25748,Salvador Shopping,2025-09,1,,,,,,,,
25749,Salvador Shopping,2025-09,1,,,,,,,,
25750,Salvador Shopping,2025-09,1,,,,,,,,
26217,Salvador Shopping,2025-09,1,,1,,,,,,
26218,Salvador Shopping,2025-09,1,,,,,,,,
27785,Salvador Shopping,2025-09,1,,,,,,,,
4312,Salvador Shopping,2025-09,1,,,,,,,,
23936,Salvador Shopping,2025-09,1,,1,,,,,,
23943,Salvador Shopping,2025-09,1,,,,,,,,
27803,Salvador Shopping,2025-09,1,,,,,,,,
25435,Salvador Shopping,2025-09,1,,,,,,,,
26132,Salvador Shopping,2025-09,1,,,,,,,,
23590,Salvador Shopping,2025-09,1,,1,,,,,,
23924,Salvador Shopping,2025-09,1,,,,,,,,
23963,Salvador Shopping,2025-09,1,,,,,,,,
24011,Salvador Shopping,2025-09,1,,1,,,,,,
24102,Salvador Shopping,2025-09,1,,,,,,,,
24105,Salvador Shopping,2025-09,1,,,,,,,,
24111,Salvador Shopping,2025-09,1,,,,,,,,
24112,Salvador Shopping,2025-09,1,,,,,,,,
24170,Salvador Shopping,2025-09,1,,,,,,,,
24401,Salvador Shopping,2025-09,1,,,,,,,,1
24768,Salvador Shopping,2025-09,1,,,,,,,,
26593,Salvador Shopping,2025-09,1,,,,,,,,
26600,Salvador Shopping,2025-09,1,,,,,,,,
27097,Salvador Shopping,2025-09,1,,,,,,,,
27662,Salvador Shopping,2025-09,1,,,,,,,,
21149,Salvador Shopping,2025-09,,,,,,,,,
21317,Salvador Shopping,2025-09,,,,,,,,,
21914,Salvador Shopping,2025-09,,,,,,,,,
21921,Salvador Shopping,2025-09,,,,,,,,,
23969,Salvador Shopping,2025-09,,,,,,,,,
23991,Salvador Shopping,2025-09,,,,,,,,,
24682,Salvador Shopping,2025-09,,,,,,,,,
26384,Salvador Shopping,2025-09,,,,,,,,,
26385,Salvador Shopping,2025-09,,,,,,,,,
26386,Salvador Shopping,2025-09,,,,,,,,,
26387,Salvador Shopping,2025-09,,,,,,,,,
26815,Salvador Shopping,2025-09,,,,,,,,,
27188,Salvador Shopping,2025-09,,,,,,,,,
3751,Salvador Shopping,2025-09,,,,,,,,,
4353,Salvador Shopping,2025-09,,,,,,,,,
4658,Salvador Shopping,2025-09,,,,,,,,,
1712,Salvador Shopping,2025-09,,,,,,,,,
24739,Salvador Shopping,2025-09,,,,,,,,,
21295,Salvador Shopping,2025-09,,,,,,,,,
21296,Salvador Shopping,2025-09,,,,,,,,,
21510,Salvador Shopping,2025-09,,,,,,,,,
21511,Salvador Shopping,2025-09,,,,,,,,,
21512,Salvador Shopping,2025-09,,,,,,,,,
21513,Salvador Shopping,2025-09,,,,,,,,,
21514,Salvador Shopping,2025-09,,,,,,,,,
21557,Salvador Shopping,2025-09,,,,,,,,,
21691,Salvador Shopping,2025-09,,,,,,,,,
21696,Salvador Shopping,2025-09,,,,,,,,,
23284,Salvador Shopping,2025-09,,,,,,,,,
23285,Salvador Shopping,2025-09,,,,,,,,,
24204,Salvador Shopping,2025-09,,,,,,,,,
24387,Salvador Shopping,2025-09,,,,,,,,,
24579,Salvador Shopping,2025-09,,,,,,,,,
24714,Salvador Shopping,2025-09,,,,,,,,,
25755,Salvador Shopping,2025-09,,,,,,,,,
26094,Salvador Shopping,2025-09,,,,,,,,,
26269,Salvador Shopping,2025-09,,,,,,,,,
26278,Salvador Shopping,2025-09,,,,,,,,,
26399,Salvador Shopping,2025-09,,,,,,,,,
26400,Salvador Shopping,2025-09,,,,,,,,,
26721,Salvador Shopping,2025-09,,,,,,,,,
26723,Salvador Shopping,2025-09,,,,,,,,,
26829,Salvador Shopping,2025-09,,,,,,,,,
26944,Salvador Shopping,2025-09,,,,,,,,,
26945,Salvador Shopping,2025-09,,,,,,,,,
26946,Salvador Shopping,2025-09,,,,,,,,,
26948,Salvador Shopping,2025-09,,,,,,,,,
26949,Salvador Shopping,2025-09,,,,,,,,,
26951,Salvador Shopping,2025-09,,,,,,,,,
26952,Salvador Shopping,2025-09,,,,,,,,,
26953,Salvador Shopping,2025-09,,,,,,,,,
26955,Salvador Shopping,2025-09,,,,,,,,,
26957,Salvador Shopping,2025-09,,1,,,,,,,
26958,Salvador Shopping,2025-09,,,,,,,,,
26959,Salvador Shopping,2025-09,,,,,,,,,
27017,Salvador Shopping,2025-09,,,,,,,,,
27229,Salvador Shopping,2025-09,,,,,,,,,
2725,Salvador Shopping,2025-09,,,,,,,,,
27495,Salvador Shopping,2025-09,,,,,,,,,
27496,Salvador Shopping,2025-09,,,,,,,,,
27497,Salvador Shopping,2025-09,,,,,,,,,
27498,Salvador Shopping,2025-09,,,,,,,,,
27973,Salvador Shopping,2025-09,,,,,,,,,
28414,Salvador Shopping,2025-09,,,,,,,,,
3747,Salvador Shopping,2025-09,,,,,,,,,
4497,Salvador Shopping,2025-09,,,,,,,,,
4728,Salvador Shopping,2025-09,,,,,,,,,
8157,Salvador Shopping,2025-09,,,,,,,,,
1367,Salvador Shopping,2025-09,,,,,,,,,
1405,Salvador Shopping,2025-09,,,,,,,,,
20717,Salvador Shopping,2025-09,,,,,,,,,
20875,Salvador Shopping,2025-09,,,,,,,,,
20877,Salvador Shopping,2025-09,,,,,,,,,
21080,Salvador Shopping,2025-09,,,,,,,,,
21113,Salvador Shopping,2025-09,,,,,,,,,
21227,Salvador Shopping,2025-09,,,,,,,,,
21279,Salvador Shopping,2025-09,,,,,,,,,
21905,Salvador Shopping,2025-09,,,,,,,,,
22002,Salvador Shopping,2025-09,,,,,,,,,
22859,Salvador Shopping,2025-09,,,,,,,,,
23011,Salvador Shopping,2025-09,,,,,,,,,
23905,Salvador Shopping,2025-09,,,,,,,,,
23907,Salvador Shopping,2025-09,,,,,,,,,
23908,Salvador Shopping,2025-09,,,,,,,,,
23909,Salvador Shopping,2025-09,,,,,,,,,
23921,Salvador Shopping,2025-09,,,,,,,,,
23938,Salvador Shopping,2025-09,,,,,,,,,
23940,Salvador Shopping,2025-09,,,,,,,,,
23941,Salvador Shopping,2025-09,,,,,,,,,
23942,Salvador Shopping,2025-09,,,,,,,,,
23955,Salvador Shopping,2025-09,,,,,,,,,
23956,Salvador Shopping,2025-09,,,,,,,,,
23970,Salvador Shopping,2025-09,,,,,,,,,
23972,Salvador Shopping,2025-09,,,,,,,,,
23978,Salvador Shopping,2025-09,,,,,,,,,
23981,Salvador Shopping,2025-09,,,,,,,,,
23987,Salvador Shopping,2025-09,,,,,,,,,
23995,Salvador Shopping,2025-09,,,,,,,,,
23997,Salvador Shopping,2025-09,,,,,,,,,
24025,Salvador Shopping,2025-09,,,,,,,,,
24027,Salvador Shopping,2025-09,,,,,,,,,
24032,Salvador Shopping,2025-09,,,,,,,,,
24033,Salvador Shopping,2025-09,,,,,,,,,
24121,Salvador Shopping,2025-09,,,,,,,,,
24134,Salvador Shopping,2025-09,,,,,,,,,
24412,Salvador Shopping,2025-09,,,,,,,,,
24413,Salvador Shopping,2025-09,,,,,,,,,
24422,Salvador Shopping,2025-09,,,,,,,,,
24426,Salvador Shopping,2025-09,,,,,,,,,
24431,Salvador Shopping,2025-09,,,,,,,,,
24435,Salvador Shopping,2025-09,,,,,,,,,
24438,Salvador Shopping,2025-09,,,,,,,,,
24439,Salvador Shopping,2025-09,,,,,,,,,
24449,Salvador Shopping,2025-09,,,,,,,,,
24596,Salvador Shopping,2025-09,,,,,,,,,
24598,Salvador Shopping,2025-09,,,,,,,,,
24599,Salvador Shopping,2025-09,,,,,,,,,
24600,Salvador Shopping,2025-09,,,,,,,,,
24602,Salvador Shopping,2025-09,,,,,,,,,
24603,Salvador Shopping,2025-09,,,,,,,,,
24766,Salvador Shopping,2025-09,,,,,,,,,
24767,Salvador Shopping,2025-09,,,,,,,,,
24808,Salvador Shopping,2025-09,,,,,,,,,
24809,Salvador Shopping,2025-09,,,,,,,,,
24811,Salvador Shopping,2025-09,,,,,,,,,
24812,Salvador Shopping,2025-09,,,,,,,,,
24814,Salvador Shopping,2025-09,,,,,,,,,
25104,Salvador Shopping,2025-09,,,,,,,,,
25178,Salvador Shopping,2025-09,,,,,,,,,
25228,Salvador Shopping,2025-09,,,,,,,,,
25232,Salvador Shopping,2025-09,,,,,,,,,
25247,Salvador Shopping,2025-09,,,,,,,,,
25248,Salvador Shopping,2025-09,,,,,,,,,
25265,Salvador Shopping,2025-09,,,,,,,,,
25266,Salvador Shopping,2025-09,,,,,,,,,
25267,Salvador Shopping,2025-09,,,,,,,,,
25273,Salvador Shopping,2025-09,,,,,,,,,
25450,Salvador Shopping,2025-09,,,,,,,,,
25451,Salvador Shopping,2025-09,,,,,,,,,
25718,Salvador Shopping,2025-09,,,,,,,,,
25719,Salvador Shopping,2025-09,,,,,,,,,
25720,Salvador Shopping,2025-09,,,,,,,,,
25721,Salvador Shopping,2025-09,,,,,,,,,
25722,Salvador Shopping,2025-09,,,,,,,,,
25723,Salvador Shopping,2025-09,,,,,,,,,
25751,Salvador Shopping,2025-09,,,,,,,,,
25752,Salvador Shopping,2025-09,,,,,,,,,
25757,Salvador Shopping,2025-09,,,,,,,,,
25813,Salvador Shopping,2025-09,,,,,,,,,
26092,Salvador Shopping,2025-09,,,,,,,,,
26206,Salvador Shopping,2025-09,,,,,,,,,
26208,Salvador Shopping,2025-09,,,,,,,,,
26243,Salvador Shopping,2025-09,,,,,,,,,
26245,Salvador Shopping,2025-09,,,,,,,,,
26367,Salvador Shopping,2025-09,,,,,,,,,
26369,Salvador Shopping,2025-09,,,,,,,,,
26370,Salvador Shopping,2025-09,,,,,,,,,
26371,Salvador Shopping,2025-09,,,,,,,,,
26372,Salvador Shopping,2025-09,,,,,,,,,
26373,Salvador Shopping,2025-09,,,,,,,,,
26374,Salvador Shopping,2025-09,,,,,,,,,
27109,Salvador Shopping,2025-09,,,,,,,,,
27110,Salvador Shopping,2025-09,,,,,,,,,
27111,Salvador Shopping,2025-09,,,,,,,,,
27112,Salvador Shopping,2025-09,,,,,,,,,
27113,Salvador Shopping,2025-09,,,,,,,,,
27114,Salvador Shopping,2025-09,,,,,,,,,
27230,Salvador Shopping,2025-09,,,,,,,,,
